Keyword,Listing Id,Image ID,Color MSKU?,Size MSKU?,Other Info,Quality,
handbags,3.1178E+11,https://i.ebayimg.com/images/g/JWIAAOSwPc9Ww74L/s-l1600.jpg,No,No,,no,
handbags,3.1178E+11,https://i.ebayimg.com/images/g/VwgAAOSwzgRWw74O/s-l1600.jpg,No,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/2tYAAOSwxqpaNbz3/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/i-MAAOSwxvFZcWZQ/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/2VYAAOSw8vdZcWb8/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/aAAAAOSwn5ZZcWcA/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/pXYAAOSwWudZcWh6/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/5JgAAOSwqjJZcWiB/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/CjUAAOSwDd9ZcWi-/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/8BEAAOSwvjlZcWjE/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/CfkAAOSwTgdZcWhA/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/~6IAAOSwwyFZcWhH/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/HjYAAOSwpAZZcWf2/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/2AcAAOSwFytaJeoM/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/0C4AAOSwDkVaJeoc/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/C7IAAOSwb3laJeot/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/NzsAAOSwH-daOndA/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/~zUAAOSwBRVaWiWm/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/GDMAAOSwfoNaWiXN/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/BhYAAOSwSPBaWiXc/s-l1600.jpg,Yes,No,,y,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/snAAAOSw3wVaWiXo/s-l1600.jpg,Yes,No,,no,
handbags,3.22807E+11,https://i.ebayimg.com/images/g/ttIAAOSwhplaWiX8/s-l1600.jpg,Yes,No,,no,
